personDisplayName,firstName,middleName,lastName,jobTitle,company,bio,comments
"Tom Klaff, a CSIA member, CEO, Surety",Tom,,Klaff,"a CSIA member,CEO",Surety,,
"Roger Thompson, CTO and chief researcher, Exploit Prevention Labs",Roger,,Thompson,CTO and chief researcher,Exploit Prevention Labs,,
"Jon Tullett, technology editor, SC Magazine",Jon,,Tullett,technology editor,SC Magazine,,
"Stephen Watson, SWD product marketing manager, HP UK",Stephen,,Watson,SWD product marketing manager,HP UK,,
"Peter Tippett, CTO, Cybertrust",Peter,,Tippett,CTO,Cybertrust,,
"Michael Weider, founder and CTO, Watchfire",Michael,,Weider,founder and CTO,Watchfire,,
"Amol Sarwate, director, Qualys' vulnerability research lab",Amol,,Sarwate,director,Qualys' vulnerability research lab,,
"Roger Sullivan, vice president of the Liberty Alliance's Management Board and vice president of business development for Oracle Identity Management",Roger,,Sullivan,vice president of the Liberty Alliance's Management Board and vice president of business development,Oracle Identity Management,,
"Kent Anderson, member of ISACA's CISM Certification Board and managing director, Network Risk LLC",Kent,,Anderson,member of ISACA's CISM Certification Board and managing director,Network Risk LLC,,
"Kurt Mueffelmann, president and CEO, HiSoftware",Kurt,,Mueffelmann,president and CEO,HiSoftware,,
"Sandra Vaughan, senior vice president of products and marketing, Proofpoint",Sandra,,Vaughan,senior vice president of products and marketing,Proofpoint,,
"Shaun Wolfe, president and CEO, MessageGate",Shaun,,Wolfe,president and CEO,MessageGate,,
"Richard Lawhorn, chief IT security officer",Richard,,Lawhorn,chief IT security officer,,,
"Vijay Adusumilli, senior product manager, St. Bernard Software",Vijay,,Adusumilli,senior product manager,St. Bernard Software,,
Fiona Rasbeck,Fiona,,Rasbeck,,,,
"John Dasher, director of product management, PGP Corp.",John,,Dasher,director of product management,PGP Corp,,
"Mark Odiorne, CISO, senior network systems manager, Scottish RE",Mark,,Odiorne,"CISO, senior network systems manager",Scottish RE,,
"Marc Maiffret, founder and CTO, eEye Digital Security",Marc,,Maiffret,founder and CTO,eEye Digital Security,,
"Carsten Dietrich, director of content security for IBM Internet Security Systems",Carsten,,Dietrich,director of content security,IBM Internet Security Systems,,
"Gil Sever, CEO, Safend",Gil,,Sever,CEO,Safend,,
"Scott Petry, founder, CTO and executive vice president for product development, Postini",Scott,,Petry,"founder,CTO and executive vice president,product development",Postini,,
"Jon Schroth, director of technology, Colorado State University College of Business",Jon,,Schroth,director of technology,Colorado State University College of Business,,
"Jon Oberton, senior security analyst, Check Point Software Technologies Ltd.",Jon,,Oberton,senior security analyst,Check Point Software Technologies Ltd,,
"Dave Cullinane, CISO, eBay",Dave,,Cullinane,CISO,eBay,,
"Barak Engel, principal, Engel & Associates",Barak,,Engel,principal,Engel & Associates,,
"Laura Mather, senior scientist, MarkMonitor",Laura,,Mather,senior scientist,MarkMonitor,,
"Peter Larsson, CEO, PointSec Mobile Technologies",Peter,,Larsson,CEO,PointSec Mobile Technologies,,
"Arthur W. Coviello, executive vice president, EMC, and president, RSA",Arthur,W.,Coviello,"executive vice president,EMC,and president",RSA,,
Dan Klaplan,Dan,,Klaplan,,,,
Frank Washkuch,Frank,,Washkuch,,,,
"G. Robert Malan, founder and CTO, Arbor Networks",G.,Robert,Malan,Co-Founder and Chief Technology Officer,Arbor Networks,,
Emma Pritchard,Emma,,Pritchard,,,,
"Nicko van Someren, CTO, nCipher",Nicko,van,Someren,CTO,nCipher,,
"Carsten Dietrich, director of content security, IBM Internet Security Systems",Carsten,,Dietrich,director of content security,IBM Internet Security Systems,,
"Todd Brennan, CTO and co-founder, Bit9",Todd,,Brennan,CTO and co-founder,Bit9,,
"Angus MacDonald, CEO, Mathon Systems",Angus,,MacDonald,CEO,Mathon Systems,,
"Jennifer Mack, director of product management, Cybertrust",Jennifer,,Mack,director of product management,Cybertrust,,
"Randy Sanovic, director of IT security, General Motors Corporation",Randy,,Sanovic,director of IT security,General Motors Corporation,,
"Tom Noonan, general manager, IBM Internet Security Systems",Tom,,Noonan,general manager,IBM Internet Security Systems,,
Jon Oltsik,Jon,,Oltsik,,,,
"Ken Lobenstein, CSO and CTO, Continuum Health Partners",Ken,,Lobenstein,CSO and CTO,Continuum Health Partners,,
"Justin Bingham, CTO and co-founder, Intrusic",Justin,,Bingham,CTO and co-founder,Intrusic,,
"Peter Stephenson, technology editor",Peter,,Stephenson,Technology Editor,Cdfs.us,,
Dr. Peter Stephenson,Peter,,Stephenson,DUPLICATE,,,
"Steve Schlarman, chief compliance strategist, Brabeion Software",Steve,,Schlarman,chief compliance strategist,Brabeion Software,,
"Throop Wilder, co-founder and vice president of marketing, Crossbeam Systems",Throop,,Wilder,co-founder and vice president of marketing,Crossbeam Systems,,
"Jack Hembrough, a CSIA member, CEO, Application Security Inc.",Jack,,Hembrough,"a CSIA member,CEO",Application Security Inc,,
"Phillip M. Dunkelberger, president and CEO, PGP Corporation",Phillip,M.,Dunkelberger,president and CEO,PGP Corporation,,
"Andre' Muscat, product manager, GFI Software",Andre',,Muscat,product manager,GFI Software,,
"Ray Gazaway, vice president of services, IBM Internet Security Systems",Ray,,Gazaway,vice president of services,IBM Internet Security Systems,,
"Andrew Graydon, CTO, BorderWare Technologies",Andrew,,Graydon,CTO,BorderWare Technologies,,
"Dan Farmer, cofounder and CTO, Elemental Security",Dan,,Farmer,cofounder and CTO,Elemental Security,,
"Joe DeSantis, CEO, TriCipher",Joe,,DeSantis,CEO,TriCipher,,
"Mark Estberg, director of internal security, Microsoft",Mark,,Estberg,director of internal security,Microsoft,,
"David Jordan, CISO, Arlington County Va.",David,,Jordan,CISO,Arlington County Va,,
"Dan Lohrmann, CISO, state of Michigan",Dan,,Lohrmann,CISO,state of Michigan,,
"Deven Bhatt, director, corporate security, Airlines Reporting Corporation",Deven,,Bhatt,"director,corporate security",Airlines Reporting Corporation,,
Nick Barron,Nick,,Barron,,,,
"Joe Stewart, Senior researcher, SecureWorks",Joe,,Stewart,Senior researcher,SecureWorks,,
"Joe Sturonas, CTO, PKWare",Joe,,Sturonas,CTO,PKWare,,
"Mark Zielinski, Arbor Networks Security Engineering and Response Team",Mark,,Zielinski,Security Engineering and Response Team,Arbor Networks ,,
"Corey O'Donnell, vice president of marketing, Authentium",Corey,,O'Donnell,vice president of marketing,Authentium,,
"J. Andrew Valentine, security consultant, Investigative Response Unit, Cybertrust",J. Andrew,,Valentine,"security consultant,Investigative Response Unit, CyberTrust",,,
"Michael Weider, CTO and Founder, Watchfire",Michael,,Weider,CTO and Founder,Watchfire,,
"Todd Brennan, CTO and cofounder, Bit9",Todd,,Brennan,CTO and cofounder,Bit9,,
"David Thompson, CIO, Symantec",David,,Thompson,CIO,Symantec,,
"Bob Wilcox, CISO, FiServ",Bob,,Wilcox,CISO,FiServ,,
"Dan Hubbard, vice president, security research, Websense",Dan,,Hubbard,"vice president,security research",Websense,,
"David Lynas, enterprise security architect",David,,Lynas,enterprise security architect,David Lynas Consulting,,
"Dave Tyson, CSO, City of Vancouver",Dave,,Tyson,CSO,City of Vancouver,,
Alison Gunnels,Alison,,Gunnels,,,,
"Neel Mehta, team lead, X-Force Advanced Research Group, IBM Internet Security Systems",Neel,,Mehta,"team lead,X-Force Advanced Research Group",IBM Internet Security Systems,,
"Craig Shumard, CISO, CIGNA",Craig,,Shumard,CISO,CIGNA,,
"Anthony Pitpit, St. Bernard Software",Anthony,,Pitpit,,St. Bernard Software,,
"Ellen Libenson, vice president of product management, Symark",Ellen,,Libenson,vice president of product management,Symark,,
"Bill Andrews, CEO and president, ExaGrid",Bill,,Andrews,CEO and president,ExaGrid,,
"Luis Navarro, senior consultant, security awareness practice, Symantec",Luis,,Navarro,"senior consultant,security awareness practice",Symantec,,
"Ratinder Paul Singh Ahuja, CTO, Reconnex",Ratinder,Paul Singh,Ahuja,CTO,Reconnex,,
Roger Gann,Roger,,Gann,,,,
Mark Mayne,Mark,,Mayne,,,,
"Calum MacLeod, European director, Cyber-Ark",Calum,,MacLeod,European director,Cyber-Ark,,
"Larry Kovnat, product security manager, Xerox Corporation",Larry,,Kovnat,product security manager,Xerox Corporation,,
"Deborah Magid, director of software strategy, IBM Venture Capital Group",Deborah,,Magid,director of software strategy,IBM Venture Capital Group,,
"John Heimann, product management director, Oracle",John,,Heimann,product management director,Oracle,,
"Danielle Zeedick, professor, Norwich University",Danielle,,Zeedick,professor,Norwich University,,
"Mark Weatherford, CISO, State of Colorado",Mark,,Weatherford,CISO,State of Colorado,,
"Mizra Baig, associate vice president, Infosys",Mizra,,Baig,associate vice president,Infosys,,
"Nikk Gilbert, IT security and telecom director, Alstom Transport",Nikk,,Gilbert,IT security and telecom director,Alstom Transport,,
"Pat Sueltz, CEO, SurfControl",Pat,,Sueltz,CEO,SurfControl,,
"Amol Sarwate, Qualys",Amol,,Sarwate,,Qualys,,
"Calum MacLeod, European director, Cyber-Ark Software",Calum,,MacLeod,European director,Cyber-Ark Software,,
"Dan Nadir, vice president of product strategy, ScanSafe",Dan,,Nadir,vice president of product strategy,ScanSafe,,
"Jeremiah Grossman, CTO, WhiteHat Security",Jeremiah,,Grossman,CTO,WhiteHat Security,,
"Andrew Philpott, Vice-President of EMEA, Secure Computing",Andrew,,Philpott,Vice-President of EMEA,Secure Computing,,
"Andrew Donaghue, IT Security Adviser, Stonewood",Andrew,,Donaghue,IT Security Adviser,Stonewood,,
"David Vella, Director Messaging and Content Products at GFI",David,,Vella,Director Messaging and Content Products,GFI,,
"Andrew Sheldon, managing director of Evidence Talks, MSc in",Andrew,,Sheldon,"Co-founder, CTO/Head of Innovation",MSc in,,
"Kevin Prince, CSO, Perimeter eSecurity",Kevin,,Prince,CSO,Perimeter eSecurity,,
Foina Raisbeck,Foina,,Raisbeck,,,,
"Eric Ogren, security analyst, Enterprise Strategy Group",Eric,,Ogren,security analyst,Enterprise Strategy Group,,
"Jim Doherty, CipherOptics",Jim,,Doherty,,CipherOptics,,
"Richard Moulds, nCipher",Richard,,Moulds,,nCipher,,
"Andre Derek Protas, director of preview, eEye Digital Security",Andre,Derek,Protas,director of preview,eEye Digital Security,,
"Margaret Brooks, CA",Margaret,,Brooks,,CA Technologies,,
Mark Spivey,Mark,,Spivey,,,,
"Mark Adams, corporate security officer, BlueCross-BlueShield of Nebraska",Mark,,Adams,corporate security officer,BlueCross-BlueShield of Nebraska,,
"David Arbeitel, CTO, Lumeta",David,,Arbeitel,CTO,Lumeta,,
"Jeff Reich, information security officer, CompuCredit",Jeff,,Reich,information security officer,CompuCredit,,
"J. Patrick McGregor, president and CEO, BitArmor Systems",J.,Patrick,McGregor,president and CEO,BitArmor Systems,,
"Joshua Block, vice president, North American Operations, Cyberoam",Joshua,,Block,"vice president,North American Operations",Cyberoam,,
"Tom Barsi, president and CEO, ConSentry Networks",Tom,,Barsi,president and CEO,ConSentry Networks,,
"Vijay Basani, CEO and co-founder, eiQnetworks",Vijay,,Basani,CEO and co-founder,eiQnetworks,,
"Karel Obluk, CTO, GRISOFT",Karel,,Obluk,CTO,GRISOFT,,
"John Terrill, executive vice president, Enterprise Management Technology",John,,Terrill,executive vice president,Enterprise Management Technology,,
"Ted Frank, president and co-founder, Axentis",Ted,,Frank,president and co-founder,Axentis,,
"Gunter Ollmann, director of security strategy, IBM Internet Security Systems",Gunter,,Ollmann,director of security strategy,IBM Internet Security Systems,,
"Dennis Szerszen, senior vice president, SecureWave",Dennis,,Szerszen,senior vice president,SecureWave,,
"Brett Schechter, senior product manager, St. Bernard",Brett,,Schechter,senior product manager,St. Bernard,,
"William Souder, director of network operations and information security officer, office for information technology, Berry College",William,,Souder,"director of network operations and information security officer,office,information technology",Berry College,,
"Richard Lawhorn, CISO",Richard,,Lawhorn,CISO,,,
"Thomas Peltier, president, Thomas R. Peltier Associates LLC",Thomas,,Peltier,president,Thomas R. Peltier Associates LLC,,
"Earl Porter, director, information security, Transamerica Reinsurance",Earl,,Porter,"director,information security",Transamerica Reinsurance,,
"Mikko Hypponen, chief research officer, F-Secure",Mikko,,Hypponen,chief research officer,F-Secure,,
"Kurt Johnson, vice president for corporate development, Courion Corp.",Kurt,,Johnson,"vice president,corporate development",Courion Corp,,
"Robert Sims, president and CEO, Crossroads Systems",Robert,,Sims,president and CEO,Crossroads Systems,,
"Joseph Salwach, DePaul University",Joseph,,Salwach,,DePaul University,,
"Malte Pollmann, vice-president, products, Utimaco",Malte,,Pollmann,"vice-president,products",Utimaco,,
Dave Mitchell,Dave,,Mitchell,,,,
"Trent Henry, senior analyst, Burton Group",Trent,,Henry,senior analyst,Burton Group,,
"Gene Kim, co-founder and CTO, Tripwire",Gene,,Kim,co-founder and CTO,Tripwire,,
"Jose Nazario, senior software and security engineer, Arbor Networks",Jose,,Nazario,senior software and security engineer,Arbor Networks,,
"Steve Elliott, CTO, Approva",Steve,,Elliott,CTO,Approva,,
"Randy Barr, CSO, WebEx",Randy,,Barr,CSO,WebEx,,
"Elan Amir, president and CEO, Bivio Networks",Elan,,Amir,president and CEO,Bivio Networks,,
"Luis Navarro, senior consultant for security awareness practice, Symantec",Luis,,Navarro,"senior consultant,security awareness practice",Symantec,,
"Martin Carmichael, CSO, McAfee",Martin,,Carmichael,CSO,McAfee,,
Staff report,Staff,,report,,,,
"Susan Bradley, CPA and network administrator, Tamiyasu, Smith, Horn and Braun Accountancy Corp.",Susan,,Bradley,CPA and network administrator,Horn and Braun Accountancy Corp,,
"Joseph Ansanelli, CEO, Vontu",Joseph,,Ansanelli,CEO,Vontu,,
Steve Hunt,Steve,,Hunt,,,,
"Seana Pitt, chairperson, PCI Security Standards Council",Seana,,Pitt,chairperson,PCI Security Standards Council,,
"Tim Ross, co-founder and EVP, 3VR Security",Tim,,Ross,co-founder and EVP,3VR Security,,
"Paul Henry, vice president of technology evangelism, Secure Computing",Paul,,Henry,vice president of technology evangelism,Secure Computing,,
"Ennio Carboni, director of product management, Ipswitch",Ennio,,Carboni,director of product management,Ipswitch,,
"Richard Steinnon, chief marketing officer, Fortinet",Richard,,Steinnon,chief marketing officer,Fortinet,,
"Jarrod J.S. Siket, Netronome Systems",Jarrod,J.S.,Siket,,Netronome Systems,,
"Brian Cohen, President and Chief Executive Officer, S.P.I. Dynamics Inc",Brian,,Cohen,President and Chief Executive Officer,S.P.I. Dynamics Inc,,
"Fraser Howard, principal virus researcher, Sophos",Fraser,,Howard,principal virus researcher,Sophos,,
"Gordon Eubanks, Oakley Networks",Gordon,,Eubanks,,Oakley Networks,,
Randall Durfy,Randall,,Durfy,,,,
"Kevin Bocek, product marketing manager, PGP Corporation",Kevin,,Bocek,product marketing manager,PGP Corporation,,
"Jim Doherty, chief marketing officer, CipherOptics",Jim,,Doherty,chief marketing officer,CipherOptics,,
"Philippe Courtot, Chairman and CEO, Qualys",Philippe,,Courtot,Chairman and CEO,Qualys,,
"Slavik Markovich, CTO, Sentrigo",Slavik,,Markovich,CTO,Sentrigo,,
"Prabhakar Chandrasekaran, ISO, Spartanburg Regional Healthcare System",Prabhakar,,Chandrasekaran,ISO,Spartanburg Regional Healthcare System,,
"Sam Fleming, CTO, NextSentry",Sam,,Fleming,CTO,NextSentry,,
"Deven Bhatt, CSO, Airlines Reporting Corporation",Deven,,Bhatt,CSO,Airlines Reporting Corporation,,
"Jay Barbour, vice president of marketing and product management, Intrusion Inc.",Jay,,Barbour,vice president of marketing and product management,Intrusion Inc,,
"Chris Bilello, director, business development for Konica, Minolta Business Solutions U.S.A. Inc",Chris,,Bilello,"director,business development,Konica",Minolta Business Solutions U.S.A. Inc,,
"Michel Susai, president and CEO, NeoAccel",Michel,,Susai,president and CEO,NeoAccel,,
"Prat Moghe, founder and CTO, Tizor Systems",Prat,,Moghe,founder and CTO,Tizor Systems,,
"Carsten Dietrich, director, content security, IBM Internet Security Systems",Carsten,,Dietrich,"director,content security",IBM Internet Security Systems,,
"Jose Nazario, Arbor Networks",Jose,,Nazario,,Arbor Networks,,
"Andy Rolfe, vice president of research and development, Authentify Inc.",Andy,,Rolfe,vice president of research and development,Authentify Inc,,
"Gary Pearsons, president, BSI Management Systems Americas",Gary,,Pearsons,president,BSI Management Systems Americas,,
"Don Montgomery, vice president of marketing, Akonix Systems",Don,,Montgomery,vice president of marketing,Akonix Systems,,
"Marty Hodgett, CIO, Orchard Supply Hardware",Marty,,Hodgett,CIO,Orchard Supply Hardware,,
"Anthony Fama, CSO, EVP, Executive Technology Group",Anthony,,Fama,"CSO,EVP",Executive Technology Group,,
"Lee Parrish, enterprise ISO, Northrop Grumman Corporation",Lee,,Parrish,enterprise ISO,Northrop Grumman Corporation,,
Scott Chudy,Scott,,Chudy,,,,
Deb Radcliff,Deb,,Radcliff,,,,
"Rhonda MacLean, CEO of MacLean Risk Partners LLC",Rhonda,,MacLean,CEO,MacLean Risk Partners LLC,,
"Cliff Pollan, CEO, Lumigent",Cliff,,Pollan,CEO,Lumigent,,
"R. 'Doc' Vaidhyanathan, vice president of product management, Arcot Systems",R.,'Doc',Vaidhyanathan,vice president of product management,Arcot Systems,,
"Jacob West, manager, security research group, Fortify Software",Jacob,,West,"manager,security research group",Fortify Software,,
"Greg Farris, CipherMax",Greg,,Farris,,CipherMax,,
"Dave Champine, senior director of product marketing, Cloudmark",Dave,,Champine,senior director of product marketing,Cloudmark,,
Greg Lawn,Greg,,Lawn,,,,
Amol Sarwate,Amol,,Sarwate,,,,
"Dan Sarel, vice president, product management, Sentrigo Inc.",Dan,,Sarel,"vice president,product management",Sentrigo Inc,,
"Joshua Block, vice president of North American Operations, Cyberoam",Joshua,,Block,vice president of North American Operations,Cyberoam,,
"Chris Smith, vice president of marketing, Alert Logic",Chris,,Smith,vice president of marketing,Alert Logic,,
"Yuval Ben-Itzhak, CTO, Finjan",Yuval,,Ben-Itzhak,CTO,Finjan,,
"John DeBenedette, vice president of information technology, INTTRA",John,,DeBenedette,vice president of information technology,INTTRA,,
"Peter Giannoulis, information security consultant, Access 2 Networks",Peter,,Giannoulis,information security consultant,Access 2 Networks,,
"Mark Weatherford, CSO, state of Colorado",Mark,,Weatherford,CSO,state of Colorado,,
"Pravin Kothari, founder and CEO, Agiliance",Pravin,,Kothari,founder and CEO,Agiliance,,
"Dan Nadir, vice president, product strategy, ScanSafe.",Dan,,Nadir,"vice president,product strategy",ScanSafe,,
"Kevin Bocek, senior manager, product marketing, PGP Corporation",Kevin,,Bocek,"senior manager,product marketing",PGP Corporation,,
"John Vecchi, director of network security, McAfee",John,,Vecchi,director of network security,McAfee,,
"Prat Moghe, founder and chief technology officer, Tizor Systems",Prat,,Moghe,founder and chief technology officer,Tizor Systems,,
"Randy Abrams, director of technical education, ESET",Randy,,Abrams,director of technical education,ESET,,
"Don Montgomery, vice president of marketing, Akonix",Don,,Montgomery,vice president of marketing,Akonix,,
"Brian Bernard, senior network administrator in the office of the Lee County (Fla.) Clerk of Courts",Brian,,Bernard,senior network administrator,The office of the Lee County (Fla.) Clerk of Courts,,
"Ed Adams, CEO, Security Innovation",Ed,,Adams,CEO,Security Innovation,,
"John Petze, president and CEO, Privaris",John,,Petze,president and CEO,Privaris,,
"Joel Christner, manager, product management, Reconnex",Joel,,Christner,"manager,product management",Reconnex,,
"Greg Farris, director of marketing, CipherMax",Greg,,Farris,director of marketing,CipherMax,,
"Brian Reed, product manager for content security at IBM Internet Security Systems",Brian,,Reed,"product manager,content security",IBM Internet Security Systems,,
"David Dorf, Retail Product Strategy Team, Oracle",David,,Dorf,Retail Product Strategy Team,Oracle,,
"Jeff Wilson, principal analyst, network security, Infonetics Research Inc.",Jeff,,Wilson,"principal analyst,network security",Infonetics Research Inc,,
"Amrit Williams, chief technical officer, BigFix",Amrit,,Williams,chief technical officer,BigFix,,
"Andrew Graydon, CTO, BorderWare",Andrew,,Graydon,CTO,BorderWare,,
"Paul Johns, chief marketing officer, Complinet",Paul,,Johns,chief marketing officer,Complinet,,
"A.N. Ananth, CEO, Prism Microsystems",A.N.,,Ananth,CEO,Prism Microsystems,,
"Rick Lawhorn, principle, information security and compliance, Dataline",Rick,,Lawhorn,"principle,information security and compliance",Dataline,,
"Simon Hunt, chief technology officer, SafeBoot",Simon,,Hunt,chief technology officer,SafeBoot,,
"Tom Peltier, president, Thomas R. Peltier Associates LLC",Tom,,Peltier,president,Thomas R. Peltier Associates LLC,,
"Elizabeth Safran, president, Bottom Line Communications",Elizabeth,,Safran,president,Bottom Line Communications,,
"John DeBedenette, vice president, information technology, INTTRA",John,,DeBedenette,"vice president,information technology",INTTRA,,
"Jeremiah Grossman, founder and chief technology officer, WhiteHat Security",Jeremiah,,Grossman,founder and chief technology officer,WhiteHat Security,,
"Dave Anderson, senior manager, product marketing, ArcSight",Dave,,Anderson,"senior manager,product marketing",ArcSight,,
"Ken Salchow, F5 Networks",Ken,,Salchow,,F5 Networks,,
"Gordon Rapkin, CEO, Protegrity",Gordon,,Rapkin,CEO,Protegrity,,
Jack Rogers,Jack,,Rogers,,,,
"Matthew T. Prough, MPSIS system administrator, Fitchburg, Middleton and Sun Prarie (Wisc.) police departments",Matthew,T.,Prough,MPSIS system administrator,Middleton and Sun Prarie (Wisc.) police departments,,
"Cindy Auten, Telework Exchange",Cindy,,Auten,,Telework Exchange,,
"Danielle Zeedick, professor of computer science, Norwich University",Danielle,,Zeedick,professor of computer science,Norwich University,,
"Seana Pitt, chairwoman, PCI Security Standards Council",Seana,,Pitt,chairwoman,PCI Security Standards Council,,
"Janne Uusilehto, chairman, TCG's Mobile Phone Work Group and head of product security, Nokia",Janne,,Uusilehto,"chairman,TCG's Mobile Phone Work Group and head of product security",Nokia,,
"Chrisopher Fountain, president and CEO, SecureInfo",Chrisopher,,Fountain,president and CEO,SecureInfo,,
"Michael Barrett, CISO, PayPal",Michael,,Barrett,CISO,PayPal,,
"Gene Hodges, CEO, Websense",Gene,,Hodges,CEO,Websense,,
"William C. Schneider, senior systems administrator, University of Texas Health and Science Center",William,C.,Schneider,senior systems administrator,University of Texas Health and Science Center,,
"Jose Nazario, senior security researcher, Arbor Networks",Jose,,Nazario,senior security researcher,Arbor Networks,,
"William McKinney, Global product marketing director, Sterling Commerce",William,,McKinney,Global product marketing director,Sterling Commerce,,
"Jason King, CEO, Lavasoft",Jason,,King,CEO,Lavasoft,,
"George Adams, president and CEO, SSH Communications Security Inc.",George,,Adams,president and CEO,SSH Communications Security Inc,,
"Alex Gorelik, co-founder and CTO, Exeros",Alex,,Gorelik,co-founder and CTO,Exeros,,
"Paul Andersen, Marketing Manager, Array Networks",Paul,,Andersen,Marketing Manager,Array Networks,,
"Chris Wysopal, chief technology officer, Veracode",Chris,,Wysopal,chief technology officer,Veracode,,
"Michael Hamilton, CISO, city of Seattle",Michael,,Hamilton,CISO,city of Seattle,,
"Amit Yoran, CEO, NetWitness",Amit,,Yoran,CEO,NetWitness,,
"Ofer Shezaf, vice president of security research, Breach Security",Ofer,,Shezaf,vice president of security research,Breach Security,,
"Slavik Markovich, CTO, Sentrigo Inc.",Slavik,,Markovich,CTO,Sentrigo Inc,,
"Danny Allan, director of security research, Watchfire(an IBM company)",Danny,,Allan,director of security research,Watchfire(an IBM company),,
"Joel Christner, director, product management, Reconnex Corp.",Joel,,Christner,"director,product management",Reconnex Corp,,
